i_name,thickness,item_name,origin,itemname_with_thickness
6ملم مشرط ابيض(Cairo),6,مشرط ابيض,Cairo,6ملم مشرط ابيض
5.5ملم برش ابيض(Cairo),5.5,برش ابيض,Cairo,5.5ملم برش ابيض
5ملم اسود(SISECAM,5,اسود(SISECAM,,5ملم اسود(SISECAM
4ملم برونز(SISECAM ),4,برونز,SISECAM,4ملم برونز
5ملم برونز(SISECAM ),5,برونز,SISECAM,5ملم برونز
4ملم مرايا ابيض(SISECAM ),4,مرايا ابيض,SISECAM,4ملم مرايا ابيض
4ملم مرايا ابيض(SISECAM ),4,مرايا ابيض,SISECAM,4ملم مرايا ابيض
5ملم مرايا برونز(SISECAM ),5,مرايا برونز,SISECAM,5ملم مرايا برونز
6ملم مرايا برونز(SISECAM ),6,مرايا برونز,SISECAM,6ملم مرايا برونز
5.5ملم ازرق فاتح(Sphinx ),5.5,ازرق فاتح,Sphinx,5.5ملم ازرق فاتح
5.5ملم ازرق فاتح(Sphinx ),5.5,ازرق فاتح,Sphinx,5.5ملم ازرق فاتح
8ملم برش ابيض(Qingdo jnjing),8,برش ابيض,Qingdo jnjing,8ملم برش ابيض
4ملم محجر زلحفة عسلي,4,محجر زلحفة عسلي,,4ملم محجر زلحفة عسلي
3ملم مرايا ابيض(Aluminum),3,مرايا ابيض,Aluminum,3ملم مرايا ابيض
5ملم ابيض(SISECAM ),5,ابيض,SISECAM,5ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
10ملم ابيض(SISECAM ),10,ابيض,SISECAM,10ملم ابيض
10ملم اخضر فاتح(SISECAM ),10,اخضر فاتح,SISECAM,10ملم اخضر فاتح
6ملم عاكس اسود فاتح(SISECAM ),6,عاكس اسود فاتح,SISECAM,6ملم عاكس اسود فاتح
5ملم مرايا ابيض(SISECAM ),5,مرايا ابيض,SISECAM,5ملم مرايا ابيض
5ملم مرايا ابيض(SISECAM ),5,مرايا ابيض,SISECAM,5ملم مرايا ابيض
6ملم مرايا ابيض(SISECAM ),6,مرايا ابيض,SISECAM,6ملم مرايا ابيض
5ملم مرايا اسود(SISECAM ),5,مرايا اسود,SISECAM,5ملم مرايا اسود
8ملم عاكس برونز(Bangmei),8,عاكس برونز,Bangmei,8ملم عاكس برونز
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
5.5ملم ابيض(Sphinx),5.5,ابيض,Sphinx,5.5ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
5.5ملم عاكس ابيض(Sphinx),5.5,عاكس ابيض,Sphinx,5.5ملم عاكس ابيض
5.5ملم ابيض,5.5,ابيض,,5.5ملم ابيض
3ملم مرايا ابيض(RIDER),3,مرايا ابيض,RIDER,3ملم مرايا ابيض
4ملم مرايا ابيض(RIDER),4,مرايا ابيض,RIDER,4ملم مرايا ابيض
5ملم مرايا ابيض(RIDER),5,مرايا ابيض,RIDER,5ملم مرايا ابيض
5.5ملم ابيض,5.5,ابيض,,5.5ملم ابيض
6ملم كريستال(AGC),6,كريستال,AGC,6ملم كريستال
(Cairo)3ملم محجر دلتا  ابيض.5,3,3ملم محلتا ابيض.5,Cairo,3ملم 3ملم محلتا ابيض.5
5ملم ابيض( Kavet ),5,ابيض,Kavet,5ملم ابيض
5ملم ابيض( Kavet ),5,ابيض,Kavet,5ملم ابيض
5.5ملم ابيض(GrandStar),5.5,ابيض,GrandStar,5.5ملم ابيض
6ملم ابيض(SISECAM ),6,ابيض,SISECAM,6ملم ابيض
(1)مرايا 6 ملم معتق رقم,6,مرايا 6 متق رقم,1,6ملم مرايا 6 متق رقم
(2)مرايا 6 ملم معتق رقم,6,مرايا 6 متق رقم,2,6ملم مرايا 6 متق رقم
(5)مرايا 6 ملم معتق رقم,6,مرايا 6 متق رقم,5,6ملم مرايا 6 متق رقم
 12ملم ابيض جامبو(Trakya ),12,ابيض جامبو,Trakya,12ملم ابيض جامبو
 12ملم ابيض جامبو(Trakya ),12,ابيض جامبو,Trakya,12ملم ابيض جامبو
5.5ملم برش اسود(Bangmei),5.5,برش اسود,Bangmei,5.5ملم برش اسود
10ملم برش ابيض (Bangmei),10,برش ابيض,Bangmei,10ملم برش ابيض
                                  6ملم مشرط ابيض(Cairo),6,مشرط ابيض,Cairo,6ملم مشرط ابيض
8ملم برش ابيض(Cairo),8,برش ابيض,Cairo,8ملم برش ابيض
4ملم ابيض( Kavet ),4,ابيض,Kavet,4ملم ابيض
5ملم ازرق غامق(RIDER),5,ازرق غامق,RIDER,5ملم ازرق غامق
6ملم عاكس ازرق غامق(RIDER),6,عاكس ازرق غامق,RIDER,6ملم عاكس ازرق غامق
5.5ملم ابيض(GrandStar),5.5,ابيض,GrandStar,5.5ملم ابيض
8،2ملم تريبلكس ابيض(SISECAM),2,8، تريبلكس ابيض,SISECAM,2ملم 8، تريبلكس ابيض
8ملم تريبلكس مغشى(SISECAM),8,تريبلكس مغشى,SISECAM,8ملم تريبلكس مغشى
8ملم تريبلكس silance(SISECAM,8,تريبلكس silance(SISECAM,,8ملم تريبلكس silance(SISECAM
6ملم عاكس LOW-E(SISECAM)71/53,6,عاكس LOW-E71/53,SISECAM,6ملم عاكس LOW-E71/53
10ملم ابيض(Guardian),10,ابيض,Guardian,10ملم ابيض
10ملم ابيض(Guardian),10,ابيض,Guardian,10ملم ابيض
10ملم ابيض(Guardian),10,ابيض,Guardian,10ملم ابيض
4ملم مدهون اسود(Australia Qingdao),4,مدهون اسود,Australia Qingdao,4ملم مدهون اسود
6ملم مدهون اسود(Australia Qingdao),6,مدهون اسود,Australia Qingdao,6ملم مدهون اسود
4ملم مرايا ذهبي(TianjinLuck),4,مرايا ذهبي,TianjinLuck,4ملم مرايا ذهبي
4ملم مرايا ذهبي(TianjinLuck),4,مرايا ذهبي,TianjinLuck,4ملم مرايا ذهبي
4ملم مرايا ابيض(Aluminum Joyo),4,مرايا ابيض,Aluminum Joyo,4ملم مرايا ابيض
5ملم مرايا ابيض(Aluminum Joyo),5,مرايا ابيض,Aluminum Joyo,5ملم مرايا ابيض
6ملم مشرط ابيض(Qingdao Jinjing),6,مشرط ابيض,Qingdao Jinjing,6ملم مشرط ابيض
12ملم اسود(Majed s.g.g),12,اسود,Majed s.g.g,12ملم اسود
12ملم ابيض(U.F.G),12,ابيض,U.F.G,12ملم ابيض
10ملم برش ابيض(Cairo),10,برش ابيض,Cairo,10ملم برش ابيض
(1)محجر اسيد ديكور,,محجر اسيد ديكور,1,محجر اسيد ديكور
(2)محجر اسيد ديكور,,محجر اسيد ديكور,2,محجر اسيد ديكور
(7)محجر اسيد ديكور,,محجر اسيد ديكور,7,محجر اسيد ديكور
(9)محجر اسيد ديكور,,محجر اسيد ديكور,9,محجر اسيد ديكور
(9)محجر اسيد ديكور,,محجر اسيد ديكور,9,محجر اسيد ديكور
(10)محجر اسيد ديكور,,محجر اسيد ديكور,10,محجر اسيد ديكور
(10)محجر اسيد ديكور,,محجر اسيد ديكور,10,محجر اسيد ديكور
(Cairo)3ملم محجر دلتا برونز.5,3,3ملم محلتا برونز.5,Cairo,3ملم 3ملم محلتا برونز.5
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
5ملم مرايا ابيض(Silver Joyo),5,مرايا ابيض,Silver Joyo,5ملم مرايا ابيض
5.5ملم ابيض,5.5,ابيض,,5.5ملم ابيض
 5ملم عاكس اسود.3,5,عاكس اسود.3,,5ملم عاكس اسود.3
 5ملم عاكس برونز.3,5,عاكس برونز.3,,5ملم عاكس برونز.3
4ملم عاكس برونز,4,عاكس برونز,,4ملم عاكس برونز
15ملم ابيض(SISECAM ),15,ابيض,SISECAM,15ملم ابيض
4ملم مرايا ابيض(Silver Joyo),4,مرايا ابيض,Silver Joyo,4ملم مرايا ابيض
5.5ملم اسود(SISECAM ),5.5,اسود,SISECAM,5.5ملم اسود
مشرط ابيض6ملم مشرط ابيض(Shandong Fluent),6,مشرط ابيض مشرط ابيض,Shandong Fluent,6ملم مشرط ابيض مشرط ابيض
6ملم مغشى اسيد(Rider),6,مغشى اسيد,Rider,6ملم مغشى اسيد
5ملم مرايا ابيض(Silver Joyo),5,مرايا ابيض,Silver Joyo,5ملم مرايا ابيض
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G,5.5,ابيض(S.G,,5.5ملم ابيض(S.G
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
5.5ملم ابيض(S.G,5.5,ابيض(S.G,,5.5ملم ابيض(S.G
5.5ملم ابيض(S.G),5.5,ابيض,S.G,5.5ملم ابيض
4ملم ابيض(Trakya ),4,ابيض,Trakya,4ملم ابيض
6ملم عاكس ابيض (SISECAM),6,عاكس ابيض,SISECAM,6ملم عاكس ابيض
6ملم مرايا ابيض(SISECAM ),6,مرايا ابيض,SISECAM,6ملم مرايا ابيض
5ملم اسود(SISECAM ),5,اسود,SISECAM,5ملم اسود
8ملم مغشى اسيد,8,مغشى اسيد,,8ملم مغشى اسيد
5.5ملم برش ابيض(El Nasr),5.5,برش ابيض,El Nasr,5.5ملم برش ابيض
4ملم محجر صليب ابيض(El Nasr),4,محجر صليب ابيض,El Nasr,4ملم محجر صليب ابيض
6ملم مغشى اسيد(ZEUDAN),6,مغشى اسيد,ZEUDAN,6ملم مغشى اسيد
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
10ملم ابيض(Sphinx),10,ابيض,Sphinx,10ملم ابيض
12ملم ابيض(Sphinx),12,ابيض,Sphinx,12ملم ابيض
8ملم عاكس ابيض(SISECAM),8,عاكس ابيض,SISECAM,8ملم عاكس ابيض
15ملم ابيض (S.G),15,ابيض,S.G,15ملم ابيض
15ملم ابيض (S.G),15,ابيض,S.G,15ملم ابيض
6ملم مغشى اسيد(ZEUDAN),6,مغشى اسيد,ZEUDAN,6ملم مغشى اسيد
6ملم زهر,6,زهر,,6ملم زهر
5.5ملم برش برونز(U.F.G),5.5,برش برونز,U.F.G,5.5ملم برش برونز
6ملم مشرط ابيض(KING TAI)),6,مشرط ابيض,KING TAI,6ملم مشرط ابيض
 2ملم بلور(Bisheng Techno),2,بلور,Bisheng Techno,2ملم بلور
5ملم عاكس اخضر غامق.3 (RIDER),5,عاكس اخضر غامق.3,RIDER,5ملم عاكس اخضر غامق.3
5ملم برش اسود(CHINA),5,برش اسود,CHINA,5ملم برش اسود
2ملم مات(Bisheng Techno),2,مات,Bisheng Techno,2ملم مات
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
10ملم مغشى اسيد(Yorglas),10,مغشى اسيد,Yorglas,10ملم مغشى اسيد
8ملم تريبلكس ابيض(Trakya ),8,تريبلكس ابيض,Trakya,8ملم تريبلكس ابيض
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
6ملم مشرط برونز(GrandStar),6,مشرط برونز,GrandStar,6ملم مشرط برونز
10ملم عاكس برونز(امراتي),10,عاكس برونز,امراتي,10ملم عاكس برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
6ملم مشرط برونز(Sahand),6,مشرط برونز,Sahand,6ملم مشرط برونز
8ملم مغشى اسيد(Bisheng Techno),8,مغشى اسيد,Bisheng Techno,8ملم مغشى اسيد
10ملم مغشى اسيد(Bisheng Techno),10,مغشى اسيد,Bisheng Techno,10ملم مغشى اسيد
10ملم مغشى اسيد(Bisheng Techno),10,مغشى اسيد,Bisheng Techno,10ملم مغشى اسيد
3ملم بلور(SISECAM ),3,بلور,SISECAM,3ملم بلور
6ملم مشرط اسود (KING TAI)),6,مشرط اسود,KING TAI,6ملم مشرط اسود
6ملم مشرط اسود (KING TAI)),6,مشرط اسود,KING TAI,6ملم مشرط اسود
10ملم كريستال(SIS)تركيا,10,كريستالتركيا,SIS,10ملم كريستالتركيا
8ملم كريستال(SISECAM),8,كريستال,SISECAM,8ملم كريستال
"5ملم برش اسود,3(CHINA)",5,"برش اسود,3",CHINA,"5ملم برش اسود,3"
"5ملم برش اسود,3(CHINA)",5,"برش اسود,3",CHINA,"5ملم برش اسود,3"
4ملم محجر بازل  ابيض(El Nasr),4,محجر بازل ابيض,El Nasr,4ملم محجر بازل ابيض
3ملم محجر دلتا  ابيض.5(El Nasr),3,محجر دلتا ابيض.5,El Nasr,3ملم محجر دلتا ابيض.5
6ملم مغشى اسيد(Bisheng Techno),6,مغشى اسيد,Bisheng Techno,6ملم مغشى اسيد
4ملم مرايا ابيض(SISECAM ),4,مرايا ابيض,SISECAM,4ملم مرايا ابيض
10ملم تريبلكس ابيض(SISECAM),10,تريبلكس ابيض,SISECAM,10ملم تريبلكس ابيض
12ملم ابيض (S G),12,ابيض,S G,12ملم ابيض
12ملم ابيض (S G),12,ابيض,S G,12ملم ابيض
12ملم ابيض (S G),12,ابيض,S G,12ملم ابيض
8ملم ابيض(Guardian),8,ابيض,Guardian,8ملم ابيض
8ملم ابيض(Guardian),8,ابيض,Guardian,8ملم ابيض
12ملم ابيض (S G),12,ابيض,S G,12ملم ابيض
8ملم ازرق فاتح(S.G),8,ازرق فاتح,S.G,8ملم ازرق فاتح
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
5.5ملم عاكس اسود(Corp blue strad),5.5,عاكس اسود,Corp blue strad,5.5ملم عاكس اسود
10ملم ابيض(GrandStar),10,ابيض,GrandStar,10ملم ابيض
5.5ملم ابيض(GrandStar),5.5,ابيض,GrandStar,5.5ملم ابيض
5ملم ابيض(GrandStar),5,ابيض,GrandStar,5ملم ابيض
10ملم ازرق فاتح(RIDER),10,ازرق فاتح,RIDER,10ملم ازرق فاتح
3ملم مرايا ابيض(RIDER),3,مرايا ابيض,RIDER,3ملم مرايا ابيض
3ملم مرايا ابيض(RIDER),3,مرايا ابيض,RIDER,3ملم مرايا ابيض
5ملم برونز(RIDER),5,برونز,RIDER,5ملم برونز
5ملم برونز(RIDER),5,برونز,RIDER,5ملم برونز
10ملم ازرق فاتح(RIDER),10,ازرق فاتح,RIDER,10ملم ازرق فاتح
 2ملم بلور(Bisheng Techno),2,بلور,Bisheng Techno,2ملم بلور
15ملم ابيض(GrandStar),15,ابيض,GrandStar,15ملم ابيض
8ملم اسود(Majed ),8,اسود,Majed,8ملم اسود
10ملم اسود(Majed),10,اسود,Majed,10ملم اسود
12ملم اسود(Majed ),12,اسود,Majed,12ملم اسود
5.5ملم ابيض(GrandStar),5.5,ابيض,GrandStar,5.5ملم ابيض
8ملم ابيض(GrandStar),8,ابيض,GrandStar,8ملم ابيض
10ملم تريبلكس مغشى(SISECAM),10,تريبلكس مغشى,SISECAM,10ملم تريبلكس مغشى
12ملم تريبلكس مغشى(SISECAM),12,تريبلكس مغشى,SISECAM,12ملم تريبلكس مغشى
6ملم تريبلكس ابيض(SISECAM),6,تريبلكس ابيض,SISECAM,6ملم تريبلكس ابيض
8ملم تريبلكس مغشى(SISECAM),8,تريبلكس مغشى,SISECAM,8ملم تريبلكس مغشى
5.5ملم اسود(Majed s.g.g),5.5,اسود,Majed s.g.g,5.5ملم اسود
5.5ملم اسود(Majed s.g.g),5.5,اسود,Majed s.g.g,5.5ملم اسود
5.5ملم اسود(Majed s.g.g),5.5,اسود,Majed s.g.g,5.5ملم اسود
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
5.5ملم اسود(Corp blue strad),5.5,اسود,Corp blue strad,5.5ملم اسود
10ملم ابيض(GrandStar),10,ابيض,GrandStar,10ملم ابيض
3ملم بلور(Bisheng Techno),3,بلور,Bisheng Techno,3ملم بلور
3ملم بلور(Bisheng Techno),3,بلور,Bisheng Techno,3ملم بلور
